,DATE,STATION_ID,CLASS,DEPTH_M,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY,LON,LAT
6834,08/28/00 00:00:00,B2,Surface,1.0,11.6,22.7,25.5,-73.65333333333334,40.935
6836,08/28/00 00:00:00,B1S,Surface,1.0,10.2,22.4,25.7,-73.66666666666667,40.94499999999999
6839,08/28/00 00:00:00,H-A3,Surface,1.0,8.6,22.0,25.9,-73.72,40.92333333333333
6842,08/28/00 00:00:00,H-B,Surface,1.0,7.9,21.8,25.8,-73.715,40.91333333333333
6845,08/28/00 00:00:00,DI2,Surface,1.0,6.6,22.2,25.8,-73.76666666666667,40.89444444444445
6848,08/28/00 00:00:00,DI1,Surface,1.0,6.4,22.2,25.8,-73.77333333333333,40.8925
6853,09/07/00 00:00:00,A1,Surface,1.0,4.9,22.2,24.3,-73.82666666666667,40.80333333333333
6858,09/07/00 00:00:00,A2M,Surface,1.0,5.7,22.0,24.6,-73.78333333333333,40.80166666666666
6861,09/07/00 00:00:00,8-403,Surface,1.0,11.8,20.9,24.3,-73.76055555555556,40.77722222222222
6864,09/07/00 00:00:00,8-405,Surface,1.0,5.1,21.8,24.5,-73.76361111111112,40.7925
6867,09/07/00 00:00:00,A3,Surface,1.0,6.8,21.7,25.2,-73.755,40.84166666666667
6870,09/07/00 00:00:00,9-409,Surface,1.0,11.4,21.3,24.6,-73.71805555555555,40.82888888888889
6873,09/07/00 00:00:00,9-412,Surface,1.0,11.7,21.4,24.4,-73.7125,40.82222222222222
6876,09/07/00 00:00:00,9-413,Surface,1.0,6.6,21.5,24.6,-73.71361111111112,40.80722222222222
6881,09/07/00 00:00:00,A4,Surface,1.0,8.6,21.9,25.7,-73.735,40.87638888888889
6884,09/07/00 00:00:00,H-D,Surface,1.0,9.6,22.1,25.2,-73.66000000000001,40.845
6887,09/07/00 00:00:00,H-C,Surface,1.0,9.9,21.4,25.7,-73.67500000000001,40.865
6890,09/07/00 00:00:00,H-C1,Surface,1.0,10.8,22.3,25.9,-73.69500000000001,40.88666666666666
6893,09/07/00 00:00:00,A5,Surface,1.0,10.6,21.7,25.9,-73.68666666666667,40.89833333333333
6896,09/07/00 00:00:00,B4,Surface,1.0,11.3,22.1,26.1,-73.635,40.90666666666667
6901,09/07/00 00:00:00,B3M,Surface,1.0,12.1,21.6,26.0,-73.64500000000001,40.91999999999999
6906,09/07/00 00:00:00,B2,Surface,1.0,11.6,22.0,26.1,-73.65333333333334,40.935
6909,09/07/00 00:00:00,B1S,Surface,1.0,8.8,21.9,26.6,-73.66666666666667,40.94499999999999
6912,09/07/00 00:00:00,H-A3,Surface,1.0,12.8,21.7,25.9,-73.72,40.92333333333333
6915,09/07/00 00:00:00,H-B,Surface,1.0,10.7,21.9,25.9,-73.715,40.91333333333333
6918,09/07/00 00:00:00,DI2,Surface,1.0,11.1,22.1,25.7,-73.76666666666667,40.89444444444445
6921,09/07/00 00:00:00,DI1,Surface,1.0,9.1,21.9,25.7,-73.77333333333333,40.8925
6926,09/11/00 00:00:00,A1,Surface,1.0,3.9,22.9,23.6,-73.82666666666667,40.80333333333333
6931,09/11/00 00:00:00,A2M,Surface,1.0,4.3,22.4,24.5,-73.78333333333333,40.80166666666666
6934,09/11/00 00:00:00,8-403,Surface,1.0,10.8,22.7,24.1,-73.76055555555556,40.77722222222222
6937,09/11/00 00:00:00,8-405,Surface,1.0,8.2,22.4,24.5,-73.76361111111112,40.7925
6940,09/11/00 00:00:00,A3,Surface,1.0,5.8,22.3,25.0,-73.755,40.84166666666667
6943,09/11/00 00:00:00,9-409,Surface,1.0,7.3,22.7,25.0,-73.71805555555555,40.82888888888889
6946,09/11/00 00:00:00,9-412,Surface,1.0,9.7,23.3,24.5,-73.7125,40.82222222222222
6949,09/11/00 00:00:00,9-413,Surface,1.0,8.3,22.8,24.7,-73.71361111111112,40.80722222222222
6954,09/11/00 00:00:00,A4,Surface,1.0,8.0,22.3,25.4,-73.735,40.87638888888889
6957,09/11/00 00:00:00,H-D,Surface,1.0,12.0,22.0,25.4,-73.66000000000001,40.845
6960,09/11/00 00:00:00,H-C,Surface,1.0,12.0,22.5,25.4,-73.67500000000001,40.865
6963,09/11/00 00:00:00,H-C1,Surface,1.0,12.0,22.9,26.0,-73.69500000000001,40.88666666666666
6966,09/11/00 00:00:00,A5,Surface,1.0,11.9,22.6,25.9,-73.68666666666667,40.89833333333333
6969,09/11/00 00:00:00,B4,Surface,1.0,10.8,22.6,25.9,-73.635,40.90666666666667
6974,09/11/00 00:00:00,B3M,Surface,1.0,10.1,22.4,26.2,-73.64500000000001,40.91999999999999
6979,09/11/00 00:00:00,B2,Surface,1.0,11.2,22.6,26.3,-73.65333333333334,40.935
6982,09/11/00 00:00:00,B1S,Surface,1.0,11.7,22.4,26.2,-73.66666666666667,40.94499999999999
6985,09/11/00 00:00:00,H-A3,Surface,1.0,12.8,23.0,25.6,-73.72,40.92333333333333
6988,09/11/00 00:00:00,H-B,Surface,1.0,11.9,22.7,25.5,-73.715,40.91333333333333
6991,09/11/00 00:00:00,DI2,Surface,1.0,10.3,22.8,25.5,-73.76666666666667,40.89444444444445
6994,09/11/00 00:00:00,DI1,Surface,1.0,10.9,23.1,25.6,-73.77333333333333,40.8925
6999,09/18/00 00:00:00,A1,Surface,1.0,4.4,21.4,24.7,-73.82666666666667,40.80333333333333
7004,09/18/00 00:00:00,A2M,Surface,1.0,4.5,21.3,25.1,-73.78333333333333,40.80166666666666
7006,09/18/00 00:00:00,8-403,Surface,1.0,7.7,19.7,23.9,-73.76055555555556,40.77722222222222
7008,09/18/00 00:00:00,8-405,Surface,1.0,11.5,19.5,24.0,-73.76361111111112,40.7925
7011,09/18/00 00:00:00,A3,Surface,1.0,5.3,21.0,25.5,-73.755,40.84166666666667
7014,09/18/00 00:00:00,9-409,Surface,1.0,11.1,20.5,24.8,-73.71805555555555,40.82888888888889
7017,09/18/00 00:00:00,9-412,Surface,1.0,10.1,20.3,24.6,-73.7125,40.82222222222222
7019,09/18/00 00:00:00,9-413,Surface,1.0,8.6,19.9,23.9,-73.71361111111112,40.80722222222222
7020,09/18/00 00:00:00,H-D,Surface,1.0,7.7,21.4,25.2,-73.66000000000001,40.845
7025,09/18/00 00:00:00,A4,Surface,1.0,5.6,21.2,25.7,-73.735,40.87638888888889
7030,09/18/00 00:00:00,H-C,Surface,1.0,8.6,21.2,25.7,-73.67500000000001,40.865
7033,09/18/00 00:00:00,H-C1,Surface,1.0,7.1,21.2,25.9,-73.69500000000001,40.88666666666666
7036,09/18/00 00:00:00,A5,Surface,1.0,7.5,21.1,25.8,-73.68666666666667,40.89833333333333
7039,09/18/00 00:00:00,B4,Surface,1.0,7.7,21.0,26.1,-73.635,40.90666666666667
7044,09/18/00 00:00:00,B3M,Surface,1.0,7.7,21.2,26.2,-73.64500000000001,40.91999999999999
7049,09/18/00 00:00:00,B2,Surface,1.0,6.8,21.4,26.6,-73.65333333333334,40.935
7052,09/18/00 00:00:00,B1S,Surface,1.0,6.7,21.1,26.7,-73.66666666666667,40.94499999999999
7055,09/18/00 00:00:00,H-A3,Surface,1.0,5.5,21.3,26.7,-73.72,40.92333333333333
7058,09/18/00 00:00:00,H-B,Surface,1.0,6.9,21.3,26.5,-73.715,40.91333333333333
7061,09/18/00 00:00:00,DI2,Surface,1.0,5.0,21.0,26.2,-73.76666666666667,40.89444444444445
7064,09/18/00 00:00:00,DI1,Surface,1.0,5.0,21.1,26.3,-73.77333333333333,40.8925
7069,07/02/01 00:00:00,A1,Surface,1.0,4.2,20.2,24.2,-73.82666666666667,40.80333333333333
7074,07/02/01 00:00:00,A2M,Surface,1.0,4.5,19.0,25.0,-73.78333333333333,40.80166666666666
7077,07/02/01 00:00:00,8-403,Surface,1.0,6.8,20.4,24.6,-73.76055555555556,40.77722222222222
7080,07/02/01 00:00:00,8-405,Surface,1.0,4.9,18.8,25.1,-73.76361111111112,40.7925
7083,07/02/01 00:00:00,A3,Surface,1.0,6.1,19.0,25.6,-73.755,40.84166666666667
7086,07/02/01 00:00:00,9-409,Surface,1.0,7.3,20.7,25.3,-73.71805555555555,40.82888888888889
7089,07/02/01 00:00:00,9-412,Surface,1.0,6.9,21.3,25.2,-73.7125,40.82222222222222
7092,07/02/01 00:00:00,9-413,Surface,1.0,7.6,21.3,24.8,-73.71361111111112,40.80722222222222
7097,07/02/01 00:00:00,A4,Surface,1.0,6.6,18.5,26.2,-73.735,40.87638888888889
7100,07/02/01 00:00:00,H-D,Surface,1.0,7.4,21.5,25.5,-73.66000000000001,40.845
7103,07/02/01 00:00:00,H-C,Surface,1.0,8.5,20.8,25.7,-73.67500000000001,40.865
7106,07/02/01 00:00:00,H-C1,Surface,1.0,8.7,20.1,25.8,-73.69500000000001,40.88666666666666
7109,07/02/01 00:00:00,A5,Surface,1.0,8.6,19.7,26.0,-73.68666666666667,40.89833333333333
7112,07/02/01 00:00:00,H-A3,Surface,1.0,6.4,17.6,26.5,-73.72,40.92333333333333
7116,07/02/01 00:00:00,H-B,Surface,1.0,7.5,19.1,26.0,-73.715,40.91333333333333
7119,07/02/01 00:00:00,DI2,Surface,1.0,5.7,18.0,26.2,-73.76666666666667,40.89444444444445
7121,07/02/01 00:00:00,DI1,Surface,1.0,5.4,18.2,26.3,-73.77333333333333,40.8925
7126,07/09/01 00:00:00,A1,Surface,1.0,4.1,19.0,25.0,-73.82666666666667,40.80333333333333
7131,07/09/01 00:00:00,A2M,Surface,1.0,4.7,17.7,26.0,-73.78333333333333,40.80166666666666
7133,07/09/01 00:00:00,8-403,Surface,1.0,7.1,19.5,25.1,-73.76055555555556,40.77722222222222
7136,07/09/01 00:00:00,8-405,Surface,1.0,9.0,19.4,25.5,-73.76361111111112,40.7925
7139,07/09/01 00:00:00,A3,Surface,1.0,6.1,18.3,26.1,-73.755,40.84166666666667
7142,07/09/01 00:00:00,9-409,Surface,1.0,9.2,20.3,25.9,-73.71805555555555,40.82888888888889
7145,07/09/01 00:00:00,9-412,Surface,1.0,10.4,19.8,25.8,-73.7125,40.82222222222222
7147,07/09/01 00:00:00,9-413,Surface,1.0,8.2,20.4,25.2,-73.71361111111112,40.80722222222222
7152,07/09/01 00:00:00,A4,Surface,1.0,6.0,18.0,26.3,-73.735,40.87638888888889
7155,07/09/01 00:00:00,H-D,Surface,1.0,6.6,20.7,25.9,-73.66000000000001,40.845
7158,07/09/01 00:00:00,H-C,Surface,1.0,9.3,20.2,25.9,-73.67500000000001,40.865
7161,07/09/01 00:00:00,H-C1,Surface,1.0,10.2,20.2,26.3,-73.69500000000001,40.88666666666666
7164,07/09/01 00:00:00,A5,Surface,1.0,10.2,20.8,26.3,-73.68666666666667,40.89833333333333
7167,07/09/01 00:00:00,B4,Surface,1.0,8.7,19.6,26.1,-73.635,40.90666666666667
7172,07/09/01 00:00:00,B3M,Surface,1.0,11.1,20.6,26.2,-73.64500000000001,40.91999999999999
7177,07/09/01 00:00:00,B2,Surface,1.0,10.9,19.5,26.4,-73.65333333333334,40.935
7180,07/09/01 00:00:00,B1S,Surface,1.0,8.1,18.4,26.3,-73.66666666666667,40.94499999999999
7183,07/09/01 00:00:00,H-A3,Surface,1.0,11.8,19.7,26.3,-73.72,40.92333333333333
7186,07/09/01 00:00:00,H-B,Surface,1.0,12.0,20.1,26.0,-73.715,40.91333333333333
7189,07/09/01 00:00:00,DI2,Surface,1.0,6.8,18.6,26.2,-73.76666666666667,40.89444444444445
7192,07/09/01 00:00:00,DI1,Surface,1.0,7.3,19.3,26.0,-73.77333333333333,40.8925
7197,07/16/01 00:00:00,A1,Surface,1.0,3.9,19.1,25.4,-73.82666666666667,40.80333333333333
7202,07/16/01 00:00:00,A2M,Surface,1.0,4.0,18.7,25.8,-73.78333333333333,40.80166666666666
7205,07/16/01 00:00:00,8-403,Surface,1.0,12.3,21.8,25.0,-73.76055555555556,40.77722222222222
7208,07/16/01 00:00:00,8-405,Surface,1.0,9.6,19.5,25.6,-73.76361111111112,40.7925
7211,07/16/01 00:00:00,A3,Surface,1.0,7.6,19.5,26.2,-73.755,40.84166666666667
7214,07/16/01 00:00:00,9-409,Surface,1.0,10.3,22.1,25.6,-73.71805555555555,40.82888888888889
7217,07/16/01 00:00:00,9-412,Surface,1.0,9.2,21.7,25.8,-73.7125,40.82222222222222
7220,07/16/01 00:00:00,9-413,Surface,1.0,9.2,21.7,26.0,-73.71361111111112,40.80722222222222
7225,07/16/01 00:00:00,A4,Surface,1.0,11.9,20.5,26.1,-73.735,40.87638888888889
7228,07/16/01 00:00:00,H-D,Surface,1.0,11.6,23.9,25.5,-73.66000000000001,40.845
7231,07/16/01 00:00:00,H-C,Surface,1.0,11.5,22.7,25.5,-73.67500000000001,40.865
7234,07/16/01 00:00:00,H-C1,Surface,1.0,13.9,21.4,26.1,-73.69500000000001,40.88666666666666
7237,07/16/01 00:00:00,A5,Surface,1.0,10.4,19.5,26.0,-73.68666666666667,40.89833333333333
7240,07/16/01 00:00:00,B4,Surface,1.0,13.8,21.6,26.1,-73.635,40.90666666666667
7245,07/16/01 00:00:00,B3M,Surface,1.0,13.4,21.5,26.5,-73.64500000000001,40.91999999999999
7250,07/16/01 00:00:00,B2,Surface,1.0,9.3,19.9,26.4,-73.65333333333334,40.935
7253,07/16/01 00:00:00,B1S,Surface,1.0,11.4,21.8,26.4,-73.66666666666667,40.94499999999999
7256,07/16/01 00:00:00,H-A3,Surface,1.0,11.9,20.1,26.2,-73.72,40.92333333333333
7259,07/16/01 00:00:00,H-B,Surface,1.0,16.6,21.6,26.1,-73.715,40.91333333333333
7261,07/16/01 00:00:00,DI2,Surface,1.0,8.7,20.6,26.3,-73.76666666666667,40.89444444444445
7265,07/16/01 00:00:00,DI1,Surface,1.0,9.8,20.8,26.2,-73.77333333333333,40.8925
7270,07/23/01 00:00:00,A1,Surface,1.0,5.2,21.0,25.6,-73.82666666666667,40.80333333333333
7275,07/23/01 00:00:00,A2M,Surface,1.0,5.5,20.8,26.1,-73.78333333333333,40.80166666666666
7276,07/23/01 00:00:00,8-403,Surface,1.0,6.0,21.6,25.9,-73.76055555555556,40.77722222222222
7281,07/23/01 00:00:00,A3,Surface,1.0,6.1,20.9,26.1,-73.755,40.84166666666667
7284,07/23/01 00:00:00,9-409,Surface,1.0,8.2,22.0,26.0,-73.71805555555555,40.82888888888889
7287,07/23/01 00:00:00,9-412,Surface,1.0,8.6,22.3,26.0,-73.7125,40.82222222222222
7289,07/23/01 00:00:00,9-413,Surface,1.0,7.4,22.1,26.0,-73.71361111111112,40.80722222222222
7294,07/23/01 00:00:00,A4,Surface,1.0,6.9,21.2,26.3,-73.735,40.87638888888889
7297,07/23/01 00:00:00,H-D,Surface,1.0,5.9,22.5,26.3,-73.66000000000001,40.845
7300,07/23/01 00:00:00,H-C,Surface,1.0,6.1,21.5,26.4,-73.67500000000001,40.865
7303,07/23/01 00:00:00,DI2,Surface,1.0,5.7,21.7,26.5,-73.76666666666667,40.89444444444445
7306,07/23/01 00:00:00,DI1,Surface,1.0,5.5,21.4,26.6,-73.77333333333333,40.8925
7311,07/30/01 00:00:00,A1,Surface,1.0,4.0,21.8,25.3,-73.82666666666667,40.80333333333333
7316,07/30/01 00:00:00,A2M,Surface,1.0,4.3,21.2,26.0,-73.78333333333333,40.80166666666666
7319,07/30/01 00:00:00,8-403,Surface,1.0,8.9,21.7,26.1,-73.76055555555556,40.77722222222222
7322,07/30/01 00:00:00,8-405,Surface,1.0,4.9,21.2,26.2,-73.76361111111112,40.7925
7325,07/30/01 00:00:00,A3,Surface,1.0,6.1,21.0,26.4,-73.755,40.84166666666667
7328,07/30/01 00:00:00,9-409,Surface,1.0,7.1,21.6,26.4,-73.71805555555555,40.82888888888889
7331,07/30/01 00:00:00,9-412,Surface,1.0,7.3,21.9,26.3,-73.7125,40.82222222222222
7334,07/30/01 00:00:00,9-413,Surface,1.0,7.5,21.9,26.1,-73.71361111111112,40.80722222222222
7339,07/30/01 00:00:00,A4,Surface,1.0,5.5,20.8,26.1,-73.735,40.87638888888889
7342,07/30/01 00:00:00,H-D,Surface,1.0,5.4,21.3,26.6,-73.66000000000001,40.845
7345,07/30/01 00:00:00,H-C,Surface,1.0,6.0,21.4,26.7,-73.67500000000001,40.865
7348,07/30/01 00:00:00,H-C1,Surface,1.0,6.0,20.6,26.8,-73.69500000000001,40.88666666666666
7351,07/30/01 00:00:00,A5,Surface,1.0,6.0,21.3,26.9,-73.68666666666667,40.89833333333333
7354,07/30/01 00:00:00,H-A3,Surface,1.0,7.2,21.3,26.9,-73.72,40.92333333333333
7357,07/30/01 00:00:00,H-B,Surface,1.0,7.1,21.3,26.8,-73.715,40.91333333333333
7360,07/30/01 00:00:00,DI1,Surface,1.0,5.6,21.5,26.8,-73.77333333333333,40.8925
7363,07/30/01 00:00:00,DI2,Surface,1.0,5.8,21.4,26.9,-73.76666666666667,40.89444444444445
7368,08/06/01 00:00:00,A1,Surface,1.0,3.5,22.4,25.9,-73.82666666666667,40.80333333333333
7373,08/06/01 00:00:00,A2M,Surface,1.0,4.2,21.7,26.7,-73.78333333333333,40.80166666666666
7374,08/06/01 00:00:00,8-403,Surface,1.0,4.7,23.0,26.3,-73.76055555555556,40.77722222222222
7376,08/06/01 00:00:00,8-405,Surface,1.0,4.8,22.1,26.5,-73.76361111111112,40.7925
7379,08/06/01 00:00:00,A3,Surface,1.0,4.2,21.8,26.7,-73.755,40.84166666666667
7382,08/06/01 00:00:00,9-409,Surface,1.0,7.0,23.4,26.6,-73.71805555555555,40.82888888888889
7385,08/06/01 00:00:00,9-412,Surface,1.0,7.6,23.4,26.2,-73.7125,40.82222222222222
7387,08/06/01 00:00:00,9-413,Surface,1.0,4.6,22.8,26.7,-73.71361111111112,40.80722222222222
7392,08/06/01 00:00:00,A4,Surface,1.0,5.1,21.8,27.3,-73.735,40.87638888888889
7395,08/06/01 00:00:00,H-D,Surface,1.0,7.2,23.5,27.1,-73.66000000000001,40.845
7398,08/06/01 00:00:00,H-C,Surface,1.0,5.4,20.3,27.5,-73.67500000000001,40.865
7401,08/06/01 00:00:00,H-C1,Surface,1.0,8.5,23.6,27.5,-73.69500000000001,40.88666666666666
7404,08/06/01 00:00:00,A5,Surface,1.0,7.5,23.0,27.2,-73.68666666666667,40.89833333333333
7407,08/06/01 00:00:00,B4,Surface,1.0,6.5,22.8,27.2,-73.635,40.90666666666667
7412,08/06/01 00:00:00,B3M,Surface,1.0,7.3,22.8,27.4,-73.64500000000001,40.91999999999999
7417,08/06/01 00:00:00,B2,Surface,1.0,7.6,22.8,27.7,-73.65333333333334,40.935
7420,08/06/01 00:00:00,B1S,Surface,1.0,6.9,22.0,27.5,-73.66666666666667,40.94499999999999
7423,08/06/01 00:00:00,H-A3,Surface,1.0,5.7,21.7,27.6,-73.72,40.92333333333333
7426,08/06/01 00:00:00,H-B,Surface,1.0,7.3,22.4,27.3,-73.715,40.91333333333333
7429,08/06/01 00:00:00,DI2,Surface,1.0,6.6,22.7,27.2,-73.76666666666667,40.89444444444445
7432,08/06/01 00:00:00,DI1,Surface,1.0,5.1,22.1,27.2,-73.77333333333333,40.8925
7437,08/13/01 00:00:00,A1,Surface,1.0,2.6,22.0,27.0,-73.82666666666667,40.80333333333333
7442,08/13/01 00:00:00,A2M,Surface,1.0,3.0,22.2,26.8,-73.78333333333333,40.80166666666666
7445,08/13/01 00:00:00,8-403,Surface,1.0,3.0,23.1,26.5,-73.76055555555556,40.77722222222222
7448,08/13/01 00:00:00,8-405,Surface,1.0,5.2,23.0,26.3,-73.76361111111112,40.7925
7451,08/13/01 00:00:00,A3,Surface,1.0,3.8,22.3,27.2,-73.755,40.84166666666667
7454,08/13/01 00:00:00,9-409,Surface,1.0,3.9,23.0,26.9,-73.71805555555555,40.82888888888889
7457,08/13/01 00:00:00,9-412,Surface,1.0,4.4,23.4,26.8,-73.7125,40.82222222222222
7459,08/13/01 00:00:00,9-413,Surface,1.0,1.8,22.7,27.1,-73.71361111111112,40.80722222222222
7464,08/13/01 00:00:00,A4,Surface,1.0,3.7,22.1,27.8,-73.735,40.87638888888889
7467,08/13/01 00:00:00,H-D,Surface,1.0,1.3,23.4,27.1,-73.66000000000001,40.845
7470,08/13/01 00:00:00,H-C,Surface,1.0,6.3,22.8,27.8,-73.67500000000001,40.865
7473,08/13/01 00:00:00,H-C1,Surface,1.0,7.7,23.2,27.4,-73.69500000000001,40.88666666666666
7476,08/13/01 00:00:00,A5,Surface,1.0,6.8,22.7,27.6,-73.68666666666667,40.89833333333333
7479,08/13/01 00:00:00,B4,Surface,1.0,8.9,22.9,27.4,-73.635,40.90666666666667
7484,08/13/01 00:00:00,B3M,Surface,1.0,6.5,22.6,27.8,-73.64500000000001,40.91999999999999
7489,08/13/01 00:00:00,B2,Surface,1.0,7.0,23.1,27.9,-73.65333333333334,40.935
7492,08/13/01 00:00:00,B1S,Surface,1.0,7.6,23.0,27.5,-73.66666666666667,40.94499999999999
7495,08/13/01 00:00:00,H-A3,Surface,1.0,9.2,23.1,27.6,-73.72,40.92333333333333
7498,08/13/01 00:00:00,H-B,Surface,1.0,12.2,22.9,27.4,-73.715,40.91333333333333
7501,08/13/01 00:00:00,DI2,Surface,1.0,8.6,23.6,27.6,-73.76666666666667,40.89444444444445
7504,08/13/01 00:00:00,DI1,Surface,1.0,5.8,23.6,26.1,-73.77333333333333,40.8925
7509,08/20/01 00:00:00,A1,Surface,1.0,2.9,23.2,25.6,-73.82666666666667,40.80333333333333
7514,08/20/01 00:00:00,A2M,Surface,1.0,3.1,23.0,26.0,-73.78333333333333,40.80166666666666
7515,08/20/01 00:00:00,8-403,Surface,1.0,4.5,23.6,25.3,-73.76055555555556,40.77722222222222
7517,08/20/01 00:00:00,8-405,Surface,1.0,3.7,23.3,25.9,-73.76361111111112,40.7925
7520,08/20/01 00:00:00,A3,Surface,1.0,5.6,23.1,25.9,-73.755,40.84166666666667
7523,08/20/01 00:00:00,9-409,Surface,1.0,7.6,23.7,25.7,-73.71805555555555,40.82888888888889
7526,08/20/01 00:00:00,9-412,Surface,1.0,6.7,23.7,25.7,-73.7125,40.82222222222222
7528,08/20/01 00:00:00,9-413,Surface,1.0,5.6,23.5,25.5,-73.71361111111112,40.80722222222222
7533,08/20/01 00:00:00,A4,Surface,1.0,4.6,22.9,26.5,-73.735,40.87638888888889
7536,08/20/01 00:00:00,H-D,Surface,1.0,3.4,23.9,26.1,-73.66000000000001,40.845
7539,08/20/01 00:00:00,H-C,Surface,1.0,4.2,23.0,26.6,-73.67500000000001,40.865
7542,08/20/01 00:00:00,H-C1,Surface,1.0,6.6,23.9,26.3,-73.69500000000001,40.88666666666666
7545,08/20/01 00:00:00,A5,Surface,1.0,7.4,23.5,26.4,-73.68666666666667,40.89833333333333
7548,08/20/01 00:00:00,B4,Surface,1.0,6.2,23.3,26.6,-73.635,40.90666666666667
7553,08/20/01 00:00:00,B3M,Surface,1.0,8.2,23.5,26.5,-73.64500000000001,40.91999999999999
7558,08/20/01 00:00:00,B2,Surface,1.0,8.3,23.5,26.5,-73.65333333333334,40.935
7561,08/20/01 00:00:00,B1S,Surface,1.0,7.9,23.3,26.6,-73.66666666666667,40.94499999999999
7564,08/20/01 00:00:00,H-A3,Surface,1.0,7.8,23.3,27.2,-73.72,40.92333333333333
7567,08/20/01 00:00:00,H-B,Surface,1.0,7.3,23.3,27.3,-73.715,40.91333333333333
7570,08/20/01 00:00:00,DI2,Surface,1.0,4.4,23.0,26.7,-73.76666666666667,40.89444444444445
7573,08/20/01 00:00:00,DI1,Surface,1.0,4.8,23.2,26.7,-73.77333333333333,40.8925
7578,08/28/01 00:00:00,A1,Surface,1.0,3.2,23.6,26.3,-73.82666666666667,40.80333333333333
7583,08/28/01 00:00:00,A2M,Surface,1.0,3.4,23.2,26.6,-73.78333333333333,40.80166666666666
7586,08/28/01 00:00:00,8-403,Surface,1.0,5.7,24.1,26.3,-73.76055555555556,40.77722222222222
7589,08/28/01 00:00:00,8-405,Surface,1.0,7.5,23.8,26.3,-73.76361111111112,40.7925
7592,08/28/01 00:00:00,A3,Surface,1.0,5.3,23.2,26.9,-73.755,40.84166666666667
7595,08/28/01 00:00:00,9-409,Surface,1.0,7.7,23.9,26.4,-73.71805555555555,40.82888888888889
7598,08/28/01 00:00:00,9-412,Surface,1.0,7.9,24.0,26.5,-73.7125,40.82222222222222
7601,08/28/01 00:00:00,9-413,Surface,1.0,8.0,24.1,26.4,-73.71361111111112,40.80722222222222
7606,08/28/01 00:00:00,A4,Surface,1.0,6.6,23.3,26.8,-73.735,40.87638888888889
7609,08/28/01 00:00:00,H-D,Surface,1.0,6.2,23.7,26.9,-73.66000000000001,40.845
7612,08/28/01 00:00:00,H-C,Surface,1.0,9.5,23.8,26.7,-73.67500000000001,40.865
7615,08/28/01 00:00:00,H-C1,Surface,1.0,9.7,23.5,27.0,-73.69500000000001,40.88666666666666
7618,08/28/01 00:00:00,A5,Surface,1.0,9.5,23.5,27.7,-73.68666666666667,40.89833333333333
7621,08/28/01 00:00:00,B4,Surface,1.0,5.8,22.9,27.2,-73.635,40.90666666666667
7626,08/28/01 00:00:00,B3M,Surface,1.0,7.6,23.5,27.1,-73.64500000000001,40.91999999999999
7631,08/28/01 00:00:00,B2,Surface,1.0,7.5,23.4,27.4,-73.65333333333334,40.935
7634,08/28/01 00:00:00,B1S,Surface,1.0,6.4,23.3,27.3,-73.66666666666667,40.94499999999999
7637,08/28/01 00:00:00,H-A3,Surface,1.0,7.0,23.7,27.5,-73.72,40.92333333333333
7640,08/28/01 00:00:00,H-B,Surface,1.0,8.8,23.2,27.2,-73.715,40.91333333333333
7643,08/28/01 00:00:00,DI2,Surface,1.0,6.5,23.1,27.3,-73.76666666666667,40.89444444444445
7646,08/28/01 00:00:00,DI1,Surface,1.0,6.5,23.9,27.0,-73.77333333333333,40.8925
7651,09/04/01 00:00:00,A1,Surface,1.0,4.8,23.0,26.9,-73.82666666666667,40.80333333333333
7656,09/04/01 00:00:00,A2M,Surface,1.0,4.6,22.7,27.6,-73.78333333333333,40.80166666666666
7657,09/04/01 00:00:00,8-403,Surface,1.0,8.7,22.3,26.9,-73.76055555555556,40.77722222222222
7659,09/04/01 00:00:00,8-405,Surface,1.0,8.9,22.4,27.2,-73.76361111111112,40.7925
7662,09/04/01 00:00:00,A3,Surface,1.0,5.1,22.6,27.5,-73.755,40.84166666666667
7665,09/04/01 00:00:00,9-409,Surface,1.0,5.0,22.7,27.4,-73.71805555555555,40.82888888888889
7668,09/04/01 00:00:00,9-412,Surface,1.0,4.5,22.5,27.2,-73.7125,40.82222222222222
7669,09/04/01 00:00:00,9-413,Surface,1.0,2.7,22.5,27.4,-73.71361111111112,40.80722222222222
7674,09/04/01 00:00:00,A4,Surface,1.0,7.7,22.7,27.3,-73.735,40.87638888888889
7677,09/04/01 00:00:00,H-D,Surface,1.0,7.3,23.0,27.4,-73.66000000000001,40.845
7680,09/04/01 00:00:00,H-C,Surface,1.0,6.1,22.6,27.7,-73.67500000000001,40.865
7683,09/04/01 00:00:00,H-C1,Surface,1.0,7.1,22.7,28.0,-73.69500000000001,40.88666666666666
7686,09/04/01 00:00:00,A5,Surface,1.0,8.7,22.6,28.2,-73.68666666666667,40.89833333333333
7689,09/04/01 00:00:00,B4,Surface,1.0,6.9,22.6,27.9,-73.635,40.90666666666667
7694,09/04/01 00:00:00,B3M,Surface,1.0,7.9,22.8,27.7,-73.64500000000001,40.91999999999999
7700,09/04/01 00:00:00,B1S,Surface,1.0,8.5,22.8,28.0,-73.66666666666667,40.94499999999999
7702,09/04/01 00:00:00,B2,Surface,1.0,8.0,22.8,27.8,-73.65333333333334,40.935
